Id;Parente;Conciliação;Regra;Status;Nome;Email;Data;Cargo;Salario;Nome (Diferença);Email (Diferença);Data (Diferença);Cargo (Diferença);Salario (Diferença)
216;Volume 10k;Batimento Total;Batido;216;Julia da Paz;coliveira@example.org;2013-05-28;Diretor;8795.15;;;;;
217;Volume 10k;Batimento Total;Batido;217;Alícia Gonçalves;ununes@example.org;2016-10-23;Gerente;8155.28;;;;;
218;Volume 10k;Batimento Total;Batido;218;Nicole Nunes;samuelmonteiro@example.org;2012-01-16;Analista;9962.13;;;;;
219;Volume 10k;Batimento Total;Batido;219;Bianca da Cruz;emanuellyda-cunha@example.net;2015-01-24;Analista;8909.25;;;;;
220;Volume 10k;Batimento Total;Batido;220;Lorenzo da Conceição;caua71@example.com;1994-07-19;Gerente;6520.34;;;;;
221;Volume 10k;Batimento Total;Batido;221;Emanuella Alves;emilly01@example.org;1996-06-05;Diretor;5845.67;;;;;
222;Volume 10k;Batimento Total;Batido;222;Marina Araújo;marcos-viniciusda-luz@example.net;2011-07-07;Gerente;7120.38;;;;;
223;Volume 10k;Batimento Total;Batido;223;Valentina Nogueira;thiagolima@example.org;2001-12-23;Diretor;7524.32;;;;;
224;Volume 10k;Batimento Total;Batido;224;João Miguel Ramos;guilhermecastro@example.org;1995-03-05;Diretor;8457.85;;;;;
225;Volume 10k;Batimento Total;Batido;225;Caio Caldeira;nferreira@example.org;2016-07-16;Analista;6970.87;;;;;
226;Volume 10k;Batimento Total;Batido;226;Sabrina da Mata;vitor-gabrielda-luz@example.org;2017-01-24;Diretor;7916.31;;;;;
227;Volume 10k;Batimento Total;Batido;227;Isabelly da Mota;acardoso@example.net;2011-06-29;Analista;6347.8;;;;;
228;Volume 10k;Batimento Total;Batido;228;Maria Fernanda Melo;yrezende@example.net;2008-10-11;Gerente;6208.72;;;;;
229;Volume 10k;Batimento Total;Batido;229;Alexia Monteiro;karagao@example.org;2003-01-04;Analista;6341.98;;;;;
230;Volume 10k;Batimento Total;Batido;230;Ana Lívia Novaes;peixotojoao-pedro@example.org;2000-07-06;Diretor;9132.7;;;;;
231;Volume 10k;Batimento Total;Batido;231;Kamilly Vieira;brunarodrigues@example.org;2010-09-11;Gerente;8552.22;;;;;
232;Volume 10k;Batimento Total;Batido;232;Kaique Vieira;isabella69@example.net;2001-11-14;Analista;8946.64;;;;;
233;Volume 10k;Batimento Total;Batido;233;Júlia Nogueira;barbaracaldeira@example.com;2009-08-19;Analista;8872.13;;;;;
234;Volume 10k;Batimento Total;Batido;234;Valentina Cardoso;rsilva@example.com;2016-10-20;Diretor;6562.66;;;;;
235;Volume 10k;Batimento Total;Batido;235;Nicole Pinto;silveiracatarina@example.com;2012-02-24;Analista;6469.72;;;;;
236;Volume 10k;Batimento Total;Batido;236;Rafael Castro;nascimentoantonio@example.net;2003-03-01;Diretor;6461.37;;;;;
237;Volume 10k;Batimento Total;Batido;237;Ana Pires;juliana89@example.org;1998-02-13;Gerente;8363.11;;;;;
238;Volume 10k;Batimento Total;Batido;238;Thales Cardoso;nuneseduardo@example.com;2000-07-14;Diretor;7214.97;;;;;
239;Volume 10k;Batimento Total;Batido;239;Thiago Souza;maria-sophiada-luz@example.net;2009-03-10;Diretor;7194.1;;;;;
240;Volume 10k;Batimento Total;Batido;240;Vitória Viana;ana-vitoriarocha@example.com;1995-09-28;Diretor;8155.77;;;;;
241;Volume 10k;Batimento Total;Batido;241;Elisa Rodrigues;nicolas78@example.net;1994-06-06;Gerente;8655.92;;;;;
242;Volume 10k;Batimento Total;Batido;242;Raquel Correia;joao-pedrosantos@example.org;1992-12-19;Analista;5700.3;;;;;
243;Volume 10k;Batimento Total;Batido;243;Kaique das Neves;rochajoao-lucas@example.com;2008-02-28;Gerente;9030.98;;;;;
244;Volume 10k;Batimento Total;Batido;244;Heitor Silva;caldeiraleandro@example.net;2018-06-03;Gerente;6191.38;;;;;
245;Volume 10k;Batimento Total;Batido;245;Samuel Correia;gomesrodrigo@example.org;2007-12-23;Diretor;6388.41;;;;;
246;Volume 10k;Batimento Total;Batido;246;Ana Lívia Lopes;yfogaca@example.org;1992-12-02;Gerente;6843.76;;;;;
247;Volume 10k;Batimento Total;Batido;247;Noah Souza;souzapietro@example.org;1993-05-25;Analista;6312.24;;;;;
248;Volume 10k;Batimento Total;Batido;248;Bruno Aragão;rafaelacavalcanti@example.org;2016-08-04;Gerente;9262.99;;;;;
249;Volume 10k;Batimento Total;Batido;249;Luna Rodrigues;joao35@example.com;2012-01-15;Diretor;7813.74;;;;;
250;Volume 10k;Batimento Total;Batido;250;Mirella Peixoto;diogoda-mata@example.com;2004-05-29;Analista;5498.53;;;;;
251;Volume 10k;Batimento Total;Batido;251;Maitê Martins;enricorezende@example.net;2020-10-07;Diretor;7099.53;;;;;
252;Volume 10k;Batimento Total;Batido;252;Benjamin das Neves;abarros@example.org;1995-04-02;Diretor;5681.92;;;;;
253;Volume 10k;Batimento Total;Batido;253;Davi Rocha;lrocha@example.org;2000-06-05;Diretor;7175.95;;;;;
254;Volume 10k;Batimento Total;Batido;254;Pietra Lima;eduardorocha@example.com;1994-02-07;Analista;8939.82;;;;;
255;Volume 10k;Batimento Total;Batido;255;Ian Teixeira;piresyago@example.org;2002-12-29;Gerente;9605.49;;;;;
256;Volume 10k;Batimento Total;Batido;256;Maria Sophia Pereira;nogueiraana-livia@example.com;2018-04-22;Gerente;8700.56;;;;;
257;Volume 10k;Batimento Total;Batido;257;Vitória da Rosa;ramosrodrigo@example.com;2021-07-31;Gerente;9857.83;;;;;
258;Volume 10k;Batimento Total;Batido;258;Lucas Dias;qcardoso@example.org;2021-10-20;Diretor;8907.96;;;;;
259;Volume 10k;Batimento Total;Batido;259;Anthony Moraes;lucasvieira@example.net;2011-04-11;Diretor;9027.74;;;;;
260;Volume 10k;Batimento Total;Batido;260;Benjamin Fernandes;tteixeira@example.org;2006-10-02;Diretor;7661.29;;;;;
261;Volume 10k;Batimento Total;Batido;261;Guilherme Pereira;nathan31@example.org;2018-01-09;Analista;8067.37;;;;;
262;Volume 10k;Batimento Total;Batido;262;Heitor Teixeira;silvabruno@example.org;1992-08-26;Analista;8706.82;;;;;
263;Volume 10k;Batimento Total;Batido;263;Rodrigo Oliveira;krocha@example.net;2015-12-04;Gerente;9549.28;;;;;
264;Volume 10k;Batimento Total;Batido;264;Elisa Rezende;hcunha@example.com;2020-04-27;Analista;5386.37;;;;;
265;Volume 10k;Batimento Total;Batido;265;Felipe da Mota;lucca58@example.com;1994-09-14;Analista;7704.99;;;;;
266;Volume 10k;Batimento Total;Batido;266;Davi Ferreira;joao-gabrielcorreia@example.net;2017-11-09;Analista;6408.6;;;;;
267;Volume 10k;Batimento Total;Batido;267;Vinicius Porto;fernandorezende@example.com;2015-10-27;Diretor;5164.68;;;;;
268;Volume 10k;Batimento Total;Batido;268;Luiz Felipe da Paz;lucas92@example.org;2008-01-03;Diretor;7547.35;;;;;
269;Volume 10k;Batimento Total;Batido;269;Marina Barbosa;silvamarcos-vinicius@example.com;2008-05-18;Analista;9339.46;;;;;
270;Volume 10k;Batimento Total;Batido;270;Gabrielly Silva;da-rochaenzo-gabriel@example.org;2019-11-27;Analista;7524.3;;;;;
271;Volume 10k;Batimento Total;Batido;271;Luiz Fernando da Cruz;hmelo@example.com;2009-05-08;Diretor;5572.0;;;;;
272;Volume 10k;Batimento Total;Batido;272;Juliana Barros;maite35@example.org;1993-09-07;Diretor;7370.1;;;;;
273;Volume 10k;Batimento Total;Batido;273;Vitória Ferreira;ccunha@example.org;2006-08-09;Diretor;7458.79;;;;;
274;Volume 10k;Batimento Total;Batido;274;Laura Moraes;duartebianca@example.net;2016-12-10;Gerente;7539.48;;;;;
275;Volume 10k;Batimento Total;Batido;275;Marcos Vinicius Alves;da-rosamaria-sophia@example.com;2000-01-20;Diretor;7741.34;;;;;
276;Volume 10k;Batimento Total;Batido;276;Maria Alice Silva;joananogueira@example.org;2001-01-11;Diretor;9597.95;;;;;
277;Volume 10k;Batimento Total;Batido;277;Thales Rodrigues;breno89@example.net;1994-01-21;Gerente;8064.59;;;;;
278;Volume 10k;Batimento Total;Batido;278;Lorena Martins;anthony39@example.com;2005-01-24;Analista;8208.8;;;;;
279;Volume 10k;Batimento Total;Batido;279;Bruno Ribeiro;miguelcarvalho@example.com;1996-11-29;Gerente;6943.99;;;;;
280;Volume 10k;Batimento Total;Batido;280;Bryan Jesus;epires@example.org;2022-04-23;Analista;6084.75;;;;;
281;Volume 10k;Batimento Total;Batido;281;Emanuella Cardoso;evelynoliveira@example.net;2013-05-25;Analista;6083.34;;;;;
282;Volume 10k;Batimento Total;Batido;282;Fernando Fernandes;vitor40@example.com;2004-06-02;Analista;7448.66;;;;;
283;Volume 10k;Batimento Total;Batido;283;Rebeca Nascimento;gustavo56@example.net;1999-04-20;Analista;9288.16;;;;;
284;Volume 10k;Batimento Total;Batido;284;Maria Eduarda da Rocha;da-rosadavi-lucca@example.org;2002-04-13;Gerente;8961.86;;;;;
285;Volume 10k;Batimento Total;Batido;285;André Lima;ccaldeira@example.com;2016-06-25;Diretor;9820.89;;;;;
286;Volume 10k;Batimento Total;Batido;286;Maria Luiza Teixeira;nataliapires@example.net;2020-05-27;Diretor;7982.98;;;;;
287;Volume 10k;Batimento Total;Batido;287;Leonardo Nunes;emillyazevedo@example.org;2000-07-29;Gerente;7649.9;;;;;
288;Volume 10k;Batimento Total;Batido;288;Ian Moreira;maria-fernanda01@example.com;1995-08-31;Analista;9356.5;;;;;
289;Volume 10k;Batimento Total;Batido;289;Marcela da Rosa;cardosoolivia@example.com;2001-04-17;Diretor;7441.54;;;;;
290;Volume 10k;Batimento Total;Batido;290;Vicente Vieira;samuelribeiro@example.org;1995-08-11;Gerente;9372.43;;;;;
291;Volume 10k;Batimento Total;Batido;291;João Felipe da Rosa;fda-cunha@example.net;1994-12-30;Diretor;6112.76;;;;;
292;Volume 10k;Batimento Total;Batido;292;Diego Nogueira;paulo92@example.org;2005-03-29;Diretor;7022.4;;;;;
293;Volume 10k;Batimento Total;Batido;293;Vitor Gabriel Santos;wpires@example.net;2008-11-05;Analista;8739.8;;;;;
294;Volume 10k;Batimento Total;Batido;294;Emilly Rodrigues;joao-pedro38@example.net;2005-03-23;Diretor;7066.54;;;;;
295;Volume 10k;Batimento Total;Batido;295;Nathan Almeida;benjamin44@example.org;2006-06-28;Analista;7878.92;;;;;
296;Volume 10k;Batimento Total;Batido;296;Arthur Barros;galves@example.net;2005-11-26;Gerente;8254.19;;;;;
297;Volume 10k;Batimento Total;Batido;297;Davi Lucas Ramos;joanaalves@example.net;2012-07-05;Analista;9569.46;;;;;
298;Volume 10k;Batimento Total;Batido;298;Otávio Silva;wpires@example.org;2019-02-19;Diretor;7561.77;;;;;
299;Volume 10k;Batimento Total;Batido;299;Beatriz da Rocha;da-costaantonio@example.org;2016-08-25;Analista;7659.52;;;;;
300;Volume 10k;Batimento Total;Batido;300;Emanuella da Mota;maria-luizanogueira@example.com;1993-08-02;Gerente;6225.9;;;;;
301;Volume 10k;Batimento Total;Batido;301;Mirella Cavalcanti;rochaluiz-felipe@example.net;2008-05-16;Diretor;6636.69;;;;;
302;Volume 10k;Batimento Total;Batido;302;Ryan Campos;moreiraenrico@example.com;2006-07-30;Analista;9999.56;;;;;
303;Volume 10k;Batimento Total;Batido;303;Kevin Lopes;hsales@example.org;1993-09-06;Gerente;9410.39;;;;;
304;Volume 10k;Batimento Total;Batido;304;João Pedro Alves;maria-ceciliaoliveira@example.com;2007-09-06;Analista;8137.3;;;;;
305;Volume 10k;Batimento Total;Batido;305;Nicolas Duarte;lucca14@example.org;2000-07-01;Diretor;8205.51;;;;;
306;Volume 10k;Batimento Total;Batido;306;Maria Vitória Melo;igorfernandes@example.org;2018-07-28;Gerente;7265.22;;;;;
307;Volume 10k;Batimento Total;Batido;307;Luiz Otávio da Mata;luiza84@example.com;2013-02-20;Analista;6011.33;;;;;
308;Volume 10k;Batimento Total;Batido;308;Caio Dias;duarteana-livia@example.com;2008-09-25;Gerente;7149.16;;;;;
309;Volume 10k;Batimento Total;Batido;309;Otávio Rezende;emanuelly84@example.org;2004-11-27;Gerente;5631.63;;;;;
310;Volume 10k;Batimento Total;Batido;310;Enzo Gabriel Pires;nunesfernando@example.com;2016-08-19;Diretor;7374.8;;;;;
311;Volume 10k;Batimento Total;Batido;311;Pedro Lucas Teixeira;wcastro@example.org;2002-10-15;Gerente;6045.35;;;;;
312;Volume 10k;Batimento Total;Batido;312;Paulo das Neves;emartins@example.com;2007-12-31;Analista;5372.8;;;;;
313;Volume 10k;Batimento Total;Batido;313;Isaac Duarte;lucas-gabrielda-cunha@example.com;2006-06-10;Gerente;9338.23;;;;;
314;Volume 10k;Batimento Total;Batido;314;Bruno Ramos;leandro70@example.org;2005-05-22;Diretor;8819.17;;;;;
315;Volume 10k;Batimento Total;Batido;315;Pietra Correia;gabriela12@example.com;2006-04-10;Analista;7572.65;;;;;
316;Volume 10k;Batimento Total;Batido;316;Rebeca Porto;salesbruna@example.com;2002-08-25;Gerente;7891.58;;;;;
317;Volume 10k;Batimento Total;Batido;317;Ana Júlia Nunes;lorena39@example.org;2006-06-26;Analista;5266.1;;;;;
318;Volume 10k;Batimento Total;Batido;318;Emilly Freitas;souzagustavo@example.org;1999-04-22;Diretor;5660.32;;;;;
319;Volume 10k;Batimento Total;Batido;319;Agatha Costa;halves@example.net;2022-01-24;Diretor;7251.89;;;;;
320;Volume 10k;Batimento Total;Batido;320;Vitor Jesus;portoemanuelly@example.net;2018-03-26;Gerente;7570.19;;;;;
321;Volume 10k;Batimento Total;Batido;321;Vitor Ferreira;henriquemelo@example.net;2004-12-28;Gerente;9364.26;;;;;
322;Volume 10k;Batimento Total;Batido;322;Luiza Gomes;luiz-henrique72@example.com;2006-07-08;Gerente;9851.42;;;;;
323;Volume 10k;Batimento Total;Batido;323;Vitor Gabriel Duarte;zbarbosa@example.org;2001-11-18;Analista;5846.32;;;;;
324;Volume 10k;Batimento Total;Batido;324;João Araújo;souzaana-beatriz@example.com;2018-02-02;Diretor;8051.83;;;;;
325;Volume 10k;Batimento Total;Batido;325;Vitor Gabriel Barros;fernandacaldeira@example.net;1994-01-22;Gerente;6488.92;;;;;
326;Volume 10k;Batimento Total;Batido;326;Davi Ramos;monteirofelipe@example.com;2016-11-09;Diretor;6453.3;;;;;
327;Volume 10k;Batimento Total;Batido;327;Larissa Alves;cardosothomas@example.net;1996-10-06;Analista;6883.36;;;;;
328;Volume 10k;Batimento Total;Batido;328;Mirella da Cruz;rgomes@example.org;1994-11-20;Diretor;5718.17;;;;;
329;Volume 10k;Batimento Total;Batido;329;Murilo Souza;marcelo58@example.com;2018-06-30;Gerente;8563.97;;;;;
330;Volume 10k;Batimento Total;Batido;330;Breno Cavalcanti;pedro-lucassales@example.net;1995-01-21;Analista;5219.78;;;;;
331;Volume 10k;Batimento Total;Batido;331;Fernanda Viana;miguel26@example.com;1998-12-03;Analista;9494.5;;;;;
332;Volume 10k;Batimento Total;Batido;332;Yuri Castro;cunhanoah@example.net;2010-10-02;Gerente;9563.93;;;;;
333;Volume 10k;Batimento Total;Batido;333;Anthony da Paz;camila31@example.org;2016-09-04;Analista;9585.29;;;;;
334;Volume 10k;Batimento Total;Batido;334;Alexia das Neves;laragao@example.net;2001-11-03;Analista;7322.11;;;;;
335;Volume 10k;Batimento Total;Batido;335;Yasmin Cardoso;mariane16@example.org;2010-12-06;Analista;7983.33;;;;;
336;Volume 10k;Batimento Total;Batido;336;Rebeca Moreira;clarasilva@example.com;2008-01-19;Analista;9981.1;;;;;
337;Volume 10k;Batimento Total;Batido;337;Marina Costa;cardosoluiz-gustavo@example.net;2022-04-23;Gerente;5328.68;;;;;
338;Volume 10k;Batimento Total;Batido;338;João Miguel da Paz;benjamin60@example.org;2005-10-23;Analista;7388.89;;;;;
339;Volume 10k;Batimento Total;Batido;339;Guilherme Moraes;pedro-miguelmendes@example.org;1996-09-23;Diretor;9924.34;;;;;
340;Volume 10k;Batimento Total;Batido;340;Leonardo Oliveira;santosbruna@example.net;2017-07-08;Diretor;8930.11;;;;;
341;Volume 10k;Batimento Total;Batido;341;Lucas Gabriel Novaes;cda-mata@example.com;2002-10-28;Analista;9892.33;;;;;
342;Volume 10k;Batimento Total;Batido;342;Maria Clara Dias;sophiabarros@example.org;2001-08-15;Gerente;9165.88;;;;;
343;Volume 10k;Batimento Total;Batido;343;Joana da Rosa;goncalvesdavi@example.com;1999-06-23;Diretor;5056.5;;;;;
344;Volume 10k;Batimento Total;Batido;344;Gabriel Mendes;galmeida@example.org;1997-03-08;Analista;5893.44;;;;;
345;Volume 10k;Batimento Total;Batido;345;Ana Sophia Azevedo;emanuel31@example.org;2016-10-10;Diretor;8155.42;;;;;
346;Volume 10k;Batimento Total;Batido;346;Davi Luiz Lopes;snogueira@example.org;1999-02-21;Analista;10000.53;;;;;
347;Volume 10k;Batimento Total;Batido;347;Elisa da Mata;sofiacorreia@example.net;2001-08-07;Diretor;8746.74;;;;;
348;Volume 10k;Batimento Total;Batido;348;Emanuel Fogaça;ncavalcanti@example.net;1994-12-15;Analista;6276.59;;;;;
349;Volume 10k;Batimento Total;Batido;349;Henrique Sales;juanalmeida@example.org;2011-12-10;Analista;6694.79;;;;;
350;Volume 10k;Batimento Total;Batido;350;Laís da Conceição;odas-neves@example.org;2003-07-06;Gerente;8187.23;;;;;
351;Volume 10k;Batimento Total;Batido;351;Ana Luiza Ribeiro;heloisa69@example.net;1999-05-01;Gerente;6333.91;;;;;
352;Volume 10k;Batimento Total;Batido;352;Cecília Moreira;nunespedro-miguel@example.net;2007-05-22;Gerente;8035.23;;;;;
353;Volume 10k;Batimento Total;Batido;353;Danilo Araújo;saraholiveira@example.com;2015-06-18;Diretor;6328.81;;;;;
354;Volume 10k;Batimento Total;Batido;354;Luiz Gustavo Correia;eduardacaldeira@example.net;2000-10-20;Gerente;5504.6;;;;;
355;Volume 10k;Batimento Total;Batido;355;Stella Pereira;mendesana-julia@example.com;2013-01-30;Analista;9388.5;;;;;
356;Volume 10k;Batimento Total;Batido;356;Luiza Martins;ana-luizacaldeira@example.org;1999-09-10;Gerente;9150.8;;;;;
357;Volume 10k;Batimento Total;Batido;357;Caio da Rocha;alanamoraes@example.com;2000-02-22;Diretor;5566.22;;;;;
358;Volume 10k;Batimento Total;Batido;358;Bryan Ramos;eduarda77@example.net;2016-03-23;Gerente;6901.12;;;;;
359;Volume 10k;Batimento Total;Batido;359;Matheus Castro;fda-conceicao@example.net;2016-03-06;Gerente;9691.55;;;;;
360;Volume 10k;Batimento Total;Batido;360;Henrique Freitas;rodriguesstella@example.com;2008-06-08;Diretor;5332.59;;;;;
361;Volume 10k;Batimento Total;Batido;361;Ian Barros;ana-juliabarbosa@example.com;2010-02-13;Analista;9941.86;;;;;
362;Volume 10k;Batimento Total;Batido;362;Yuri Costa;da-pazelisa@example.net;2021-03-30;Analista;7086.6;;;;;
363;Volume 10k;Batimento Total;Batido;363;Alícia da Luz;alexandrerezende@example.net;2004-04-12;Diretor;9405.4;;;;;
364;Volume 10k;Batimento Total;Batido;364;Alícia Barros;tcarvalho@example.org;2001-07-27;Gerente;6662.93;;;;;
365;Volume 10k;Batimento Total;Batido;365;Noah Caldeira;zcaldeira@example.net;2019-07-19;Analista;5212.57;;;;;
366;Volume 10k;Batimento Total;Batido;366;Thiago Rocha;lorena00@example.com;2005-12-12;Diretor;5012.14;;;;;
367;Volume 10k;Batimento Total;Batido;367;Heloísa Duarte;igorlopes@example.org;1996-05-28;Diretor;6342.47;;;;;
368;Volume 10k;Batimento Total;Batido;368;Davi Fogaça;fpires@example.org;2000-02-05;Analista;9711.12;;;;;
369;Volume 10k;Batimento Total;Batido;369;Maria Sophia Teixeira;lunapires@example.net;1998-07-17;Diretor;5391.99;;;;;
370;Volume 10k;Batimento Total;Batido;370;Laís Duarte;cardosopedro-miguel@example.net;1993-05-17;Diretor;8757.65;;;;;
371;Volume 10k;Batimento Total;Batido;371;Levi Peixoto;llopes@example.org;1994-08-11;Analista;7445.64;;;;;
372;Volume 10k;Batimento Total;Batido;372;Ana Clara da Conceição;hnovaes@example.com;2007-10-20;Analista;9475.88;;;;;
373;Volume 10k;Batimento Total;Batido;373;Agatha Nunes;fdas-neves@example.com;1992-11-04;Gerente;7391.97;;;;;
374;Volume 10k;Batimento Total;Batido;374;Mariana Silveira;gabrielda-cunha@example.net;2011-06-27;Diretor;5678.73;;;;;
375;Volume 10k;Batimento Total;Batido;375;Fernando Farias;camposvitor-hugo@example.net;1992-10-20;Gerente;7753.6;;;;;
376;Volume 10k;Batimento Total;Batido;376;Leonardo Pinto;rcunha@example.org;1995-08-29;Diretor;7895.85;;;;;
377;Volume 10k;Batimento Total;Batido;377;Olivia Melo;vda-mota@example.net;2002-11-26;Analista;7253.63;;;;;
378;Volume 10k;Batimento Total;Batido;378;Mirella Farias;joao-guilherme02@example.com;1998-04-07;Gerente;9791.76;;;;;
379;Volume 10k;Batimento Total;Batido;379;Olivia Nogueira;luiz-felipefarias@example.com;1996-06-24;Gerente;5269.13;;;;;
380;Volume 10k;Batimento Total;Batido;380;Ana Luiza da Rosa;alvesmaria-eduarda@example.com;2012-02-06;Gerente;7719.1;;;;;
381;Volume 10k;Batimento Total;Batido;381;Gustavo Barros;nda-conceicao@example.net;2004-08-06;Gerente;9296.3;;;;;
382;Volume 10k;Batimento Total;Batido;382;Catarina Jesus;heloisada-costa@example.org;2007-10-31;Analista;5218.42;;;;;
383;Volume 10k;Batimento Total;Batido;383;Eloah Silva;luiza51@example.org;1994-02-02;Gerente;8367.87;;;;;
384;Volume 10k;Batimento Total;Batido;384;Lorenzo Barbosa;zfogaca@example.com;2002-11-01;Diretor;7083.62;;;;;
385;Volume 10k;Batimento Total;Batido;385;Matheus Rezende;da-pazana-sophia@example.org;2016-04-15;Gerente;9365.85;;;;;
386;Volume 10k;Batimento Total;Batido;386;Kaique Cavalcanti;daniela29@example.net;2012-11-26;Diretor;9021.98;;;;;
387;Volume 10k;Batimento Total;Batido;387;Bianca da Mata;qnunes@example.net;2003-01-28;Diretor;7591.22;;;;;
388;Volume 10k;Batimento Total;Batido;388;Bianca Rodrigues;da-pazdavi-lucca@example.org;2005-10-30;Diretor;6383.13;;;;;
389;Volume 10k;Batimento Total;Batido;389;Brenda Nascimento;araujoalexia@example.com;2020-10-24;Diretor;5350.79;;;;;
390;Volume 10k;Batimento Total;Batido;390;Valentina Pires;thiago40@example.com;2007-01-18;Analista;8938.66;;;;;
391;Volume 10k;Batimento Total;Batido;391;Thiago Almeida;luiz-miguel74@example.com;2007-11-01;Gerente;6930.39;;;;;
392;Volume 10k;Batimento Total;Batido;392;João Pedro Monteiro;pereirakamilly@example.net;1996-10-05;Analista;8347.6;;;;;
393;Volume 10k;Batimento Total;Batido;393;Lívia da Cunha;cunhavitoria@example.org;1993-01-31;Analista;6167.27;;;;;
394;Volume 10k;Batimento Total;Batido;394;Daniela Aragão;cardosoerick@example.net;2008-06-07;Gerente;7303.52;;;;;
